ref_area.label;source.label;indicator.label;classif1.label;time;obs_value
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;27814
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;4
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;0
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;188859
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;26
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;26435
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1839183
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;109458
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;282488
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;296
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;246732
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;479381
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;9517
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;114355
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;124
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;177212
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1252326
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;42211
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;504634
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;239892
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;82892
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;250097
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;4905
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;24174
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;11988
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;81158
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;10374
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;4
Austria;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Not classified;2019;4
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;4938542
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1142848
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;3026777
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;760122
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;8795
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;4938542
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;62148
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;619685
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;461015
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;229521
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;608537
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1492117
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;358
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;338952
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;760122
Azerbaijan;LFS - Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;8795
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;4832025
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;2248756
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;2071469
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;490636
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;21164
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;52256
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;2205
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;43197
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;7
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;582978
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;210984
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;351175
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;20681
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;364027
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;91744
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;258925
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;13358
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1980619
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;843092
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;895
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;241414
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1778
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1067503
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;494755
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;196321
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;19901
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;4832025
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;417379
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1176085
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;655291
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;521415
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;641492
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;60588
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;520292
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;327681
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;490636
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;21164
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;52256
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;1921
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;37297
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;2123
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;7
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;582978
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;59133
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;65697
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;86154
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;48745
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;13974
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;0
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;144219
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;143786
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;20681
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;364027
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;30104
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;18
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;43699
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;22233
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;2305
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;213203
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;20372
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;13358
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1980619
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;228297
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;369
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;246145
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;275927
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;350265
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;15528
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;117
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;137
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;241414
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;1778
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;92444
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;712466
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;262592
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;163843
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;272482
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;6363
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;34925
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;17142
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;196321
Belgium;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;19901
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;3232996
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1004746
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;1807031
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;395348
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;25872
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;220997
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;13576
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;145904
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;61516
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;600187
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;95927
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;412244
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;92016
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;248863
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;33998
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;127
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;87765
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1360435
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;428285
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;835681
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;96468
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;700
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;403
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;229657
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;41411
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities;2019;25872
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;3232996
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;166099
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;552571
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;286076
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;195969
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;695143
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;109931
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;403293
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;402695
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;395348
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Total;2019;25872
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;220997
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;5
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;4947
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;3379
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;4148
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;6748
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;107511
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;4106
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;23392
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Agriculture;2019;61516
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;600187
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;21069
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;31707
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;43151
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;17941
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;15
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;1234
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;209828
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;167849
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Manufacturing;2019;92016
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;248863
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;11425
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;8904
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;13669
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;4926
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;1893
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;101296
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;18985
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Construction;2019;87765
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;1360435
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;97164
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;196246
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;134875
Bulgaria;LFS - EU Labour Force Survey;Employment by economic activity and occupation (thousands);Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services;2019;110
