"Year","Country_of_origin","Country of asylum","Refugees",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
1998,Italy,-,76,0,0,0,0,0,0,,0
1998,Jamaica,-,26,0,0,0,0,0,0,,0
1998,Jordan,-,897,0,0,0,0,0,0,,0
1998,Kazakhstan,-,20458,0,15477,0,0,0,1188,,0
1998,Kenya,-,6037,0,10,0,0,0,0,,0
1998,Kyrgyzstan,-,7450,0,1150,0,0,0,245,,0
1998,"Rep. of Korea",-,63,0,0,0,0,0,0,,0
1998,"Dem. People's Rep. of Korea",-,5,0,0,0,0,0,0,,0
1998,Kuwait,-,827,0,0,0,0,0,0,,0
1998,"Lao People's Dem. Rep.",-,29018,0,189,0,0,0,1155,,0
1998,Liberia,-,365390,0,240435,128292,0,0,5,,0
1998,Libya,-,432,0,0,0,0,0,0,,0
1998,"Saint Lucia",-,5,0,0,0,0,0,0,,0
1998,Lebanon,-,9782,0,0,0,0,0,0,,0
1998,"Sri Lanka",-,114971,0,116,603025,30490,0,16,,0
1998,Lithuania,-,276,0,0,0,0,0,1091,,0
1998,Latvia,-,1014,0,0,0,0,0,2942,,0
1998,Madagascar,-,66,0,0,0,0,0,0,,0
1998,Mauritania,-,70221,0,6950,0,0,0,0,,0
1998,"North Macedonia",-,1934,0,0,0,0,0,0,,0
1998,"Rep. of Moldova",-,2750,0,0,1278,0,0,417,,0
1998,Mexico,-,1011,0,0,0,0,0,0,,0
1998,Mali,-,3699,0,26889,0,0,0,3500,,0
1998,Malaysia,-,87,0,0,0,0,0,0,,0
1998,Malawi,-,27,0,0,0,0,0,0,,0
1998,Mongolia,-,17,0,0,0,0,0,0,,0
1998,Morocco,-,351,0,0,0,0,0,0,,0
1998,Mozambique,-,56,0,39,0,0,0,0,,0
1998,Malta,-,15,0,0,0,0,0,0,,0
1998,Mauritius,-,12,0,0,0,0,0,0,,0
1998,Myanmar,-,133408,0,106,0,0,0,0,,0
1998,Namibia,-,1900,0,0,0,0,0,0,,0
1998,Nepal,-,95,0,0,0,0,0,0,,0
1998,"Netherlands (Kingdom of the)",-,57,0,0,0,0,0,0,,0
1998,Niger,-,418,0,3830,0,0,0,0,,0
1998,Nicaragua,-,21390,0,155,0,0,0,0,,0
1998,Nigeria,-,3998,0,0,0,0,0,0,,0
1998,Oman,-,8,0,0,0,0,0,0,,0
1998,Pakistan,-,6860,0,0,0,0,0,25,,0
1998,Panama,-,86,0,0,0,0,0,0,,0
1998,Paraguay,-,16,0,0,0,0,0,0,,0
1998,Peru,-,7065,0,7,0,0,0,0,,0
1998,Philippines,-,45601,0,0,0,0,0,0,,0
1998,"Papua New Guinea",-,216,0,0,0,0,0,0,,0
1998,Poland,-,1880,0,0,0,0,0,0,,0
1998,Portugal,-,21,0,0,0,0,0,0,,0
1998,Qatar,-,21,0,0,0,0,0,0,,0
1998,Romania,-,10924,0,0,0,0,0,0,,0
1998,"South Africa",-,184,0,45,0,0,0,0,,0
1998,"Russian Federation",-,172724,0,55,171871,0,0,808463,,0
1998,Rwanda,-,77738,0,10935,625000,1100,0,3003,,0
1998,"El Salvador",-,12591,0,74,0,0,0,0,,0
1998,"Saudi Arabia",-,362,0,0,0,0,0,0,,0
1998,"Serbia and Kosovo: S/RES/1244 (1999)",-,115289,0,0,225000,110000,0,2316,,0
1998,Senegal,-,9712,0,0,0,0,0,0,,0
1998,Seychelles,-,38,0,0,0,0,0,0,,0
1998,Singapore,-,21,0,0,0,0,0,0,,0
1998,"Sierra Leone",-,406070,0,194638,670000,0,0,0,,0
1998,"San Marino",-,5,0,0,0,0,0,0,,0
1998,"Solomon Islands",-,34,0,0,0,0,0,0,,0
1998,Somalia,-,557953,0,51498,1603,0,0,67519,,0
1998,Spain,-,57,0,0,0,0,0,0,,0
1998,"Viet Nam",-,435437,0,74,0,0,0,45,,0
1998,"Sao Tome and Principe",-,39,0,0,0,0,0,0,,0
1998,Sudan,-,390001,0,101,0,0,0,5005,,0
1998,Suriname,-,491,0,0,0,0,0,0,,0
1998,Slovakia,-,143,0,0,0,0,0,0,,0
1998,Slovenia,-,3299,0,0,0,0,0,0,,0
1998,Eswatini,-,29,0,0,0,0,0,0,,0
1998,Sweden,-,39,0,0,0,0,0,0,,0
1998,Switzerland,-,76,0,0,0,0,0,0,,0
1998,"Syrian Arab Rep.",-,8132,0,0,0,0,0,0,,0
1998,"United Rep. of Tanzania",-,100,0,0,0,0,0,7320,,0
1998,Thailand,-,290,0,0,0,0,0,0,,0
1998,Tajikistan,-,56350,0,3785,0,0,0,1126,,0
1998,Turkmenistan,-,1562,0,0,0,0,0,159,,0
1998,Togo,-,3500,0,494,0,0,0,0,,0
1998,"Trinidad and Tobago",-,25,0,0,0,0,0,0,,0
1998,Tunisia,-,931,0,0,0,0,0,0,,0
1998,Türkiye,-,45019,0,626,0,0,0,0,,0
1998,Tuvalu,-,5,0,0,0,0,0,0,,0
1998,"United Arab Emirates",-,5,0,0,0,0,0,0,,0
1998,Uganda,-,13294,0,1007,0,0,0,0,,0
1998,Ukraine,-,4599,0,0,0,0,0,570,,0
1998,Uruguay,-,72,0,0,0,0,0,0,,0
1998,"United States of America",-,50,0,0,0,0,0,0,,0
1998,Uzbekistan,-,51722,0,16,0,0,0,714,,0
1998,"Saint Vincent and the Grenadines",-,24,0,0,0,0,0,0,,0
1998,"Venezuela (Bolivarian Republic of)",-,568,0,0,0,0,0,0,,0
1998,"Western Sahara",-,165968,0,0,0,0,0,0,,0
1998,Yemen,-,1928,0,0,0,0,0,0,,0
1998,Zambia,-,75,0,0,0,0,0,0,,0
1998,Zimbabwe,-,40,0,0,0,0,0,0,,0
1998,Stateless,-,7107,0,0,0,0,0,257594,,0
1998,Tibetan,-,21230,0,0,0,0,0,0,,0
1998,"Unknown ",-,1070621,977800,106,0,0,0,180201,,0
1999,Afghanistan,-,2601690,0,253028,258625,0,0,100000,,0
1999,Albania,-,6286,0,0,0,0,0,0,,0
1999,Algeria,-,7140,0,0,0,0,0,0,,0
1999,Angola,-,353472,0,19950,0,0,0,0,,0
1999,Egypt,-,3486,0,0,0,0,0,0,,0
1999,Argentina,-,585,0,0,0,0,0,0,,0
1999,Armenia,-,193228,0,0,0,0,0,0,,0
1999,Austria,-,47,0,0,0,0,0,0,,0
1999,Azerbaijan,-,311131,0,38,569550,0,0,0,,0
1999,Bahrain,-,124,0,0,0,0,0,0,,0
1999,Burundi,-,527437,0,12235,50000,5000,0,0,,0
1999,Belgium,-,15,0,0,0,0,0,0,,0
1999,Benin,-,44,0,0,0,0,0,0,,0
1999,Bangladesh,-,4470,0,0,0,0,0,0,,0
1999,Bhutan,-,107619,0,0,0,0,0,0,,0
1999,"Burkina Faso",-,101,0,0,0,0,0,0,,0
1999,Belarus,-,1505,0,0,0,0,0,0,,0
1999,"Bolivia (Plurinational State of)",-,176,0,0,0,0,0,0,,0
1999,Botswana,-,10,0,0,0,0,0,0,,0
1999,Brazil,-,194,0,0,0,0,0,0,,0
1999,"Bosnia and Herzegovina",-,598193,0,31785,809545,43385,0,0,,0
1999,Bulgaria,-,2652,0,0,0,0,0,0,,0
1999,Belize,-,11,0,0,0,0,0,0,,0
1999,Cambodia,-,38318,0,36164,0,0,0,0,,0
1999,Canada,-,19,0,0,0,0,0,0,,0
1999,"Central African Rep.",-,190,0,0,0,0,0,0,,0
1999,Chad,-,58792,0,2126,0,0,0,0,,0
1999,China,-,111950,0,0,0,0,0,0,,0
1999,Chile,-,1539,0,10,0,0,0,0,,0
1999,Cameroon,-,1651,0,0,0,0,0,0,,0
1999,Congo,-,27297,0,52250,0,0,0,0,,0
1999,"Dem. Rep. of the Congo",-,255942,0,17283,0,0,0,286,,0
1999,Comoros,-,27,0,0,0,0,0,0,,0
1999,Colombia,-,4412,0,46,0,0,0,1200,,0
1999,"Costa Rica",-,73,0,0,0,0,0,0,,0
1999,Cuba,-,23322,0,0,0,0,0,0,,0
1999,Cyprus,-,17,0,391,0,0,0,0,,0
1999,Czechia,-,1243,0,0,0,0,0,0,,0
1999,Denmark,-,25,0,0,0,0,0,0,,0
1999,Djibouti,-,1879,0,0,0,0,0,0,,0
1999,"Dominican Rep.",-,45,0,0,0,0,0,0,,0
1999,Ecuador,-,492,0,0,0,0,0,0,,0
1999,"Equatorial Guinea",-,422,0,0,0,0,0,0,,0
1999,Eritrea,-,347134,0,1513,0,0,0,0,,0
1999,Estonia,-,634,0,0,0,0,0,0,,0
1999,Ethiopia,-,71040,0,1867,0,0,0,0,,0
1999,"French Guiana",-,5,0,0,0,0,0,0,,0
1999,Fiji,-,328,0,0,0,0,0,0,,0
1999,Finland,-,5,0,0,0,0,0,0,,0
1999,France,-,60,0,0,0,0,0,0,,0
1999,Gabon,-,27,0,0,0,0,0,0,,0
1999,Gambia,-,678,0,0,0,0,0,0,,0
1999,Palestinian,-,100602,0,0,0,0,0,10000,,0
1999,"United Kingdom of Great Britain and Northern Ireland",-,102,0,0,0,0,0,0,,0
1999,Georgia,-,29873,0,269,278533,588,0,0,,0
1999,Germany,-,1297,0,0,0,0,0,0,,0
1999,Ghana,-,13288,0,0,0,0,0,0,,0
1999,Guinea-Bissau,-,3187,0,5275,0,215000,0,0,,0
1999,Greece,-,163,0,0,0,0,0,0,,0
1999,Grenada,-,35,0,0,0,0,0,0,,0
1999,Guatemala,-,28082,0,2036,0,0,0,0,,0
1999,Guinea,-,1148,0,0,0,0,0,0,,0
1999,Guyana,-,47,0,0,0,0,0,0,,0
1999,Haiti,-,8768,0,5,0,0,0,0,,0
1999,"China, Hong Kong SAR",-,17,0,0,0,0,0,0,,0
1999,Honduras,-,1066,0,0,0,0,0,0,,0
1999,Croatia,-,353721,0,10578,52390,23614,0,0,,0
1999,Hungary,-,797,0,0,0,0,0,0,,0
1999,Iceland,-,5,0,0,0,0,0,0,,0
1999,"Cote Ivoire",-,561,0,0,0,0,0,0,,0
1999,India,-,9846,0,0,0,0,0,0,,0
1999,Indonesia,-,9023,0,10,0,0,0,0,,0
1999,"Iran (Islamic Rep. of)",-,86845,0,5,0,0,0,0,,0
1999,Iraq,-,642875,0,20732,0,0,0,16621,,0
1999,Israel,-,473,0,0,0,0,0,0,,0
1999,Italy,-,49,0,0,0,0,0,0,,0
1999,Jamaica,-,33,0,0,0,0,0,0,,0
1999,Jordan,-,970,0,0,0,0,0,0,,0
1999,Kazakhstan,-,9059,0,9732,0,0,0,0,,0
1999,Kenya,-,6131,0,0,0,0,0,0,,0
1999,Kyrgyzstan,-,4003,0,0,5569,0,0,0,,0
1999,"Rep. of Korea",-,72,0,0,0,0,0,0,,0
1999,"Dem. People's Rep. of Korea",-,10,0,0,0,0,0,0,,0
1999,Kuwait,-,988,0,0,0,0,0,0,,0
1999,"Lao People's Dem. Rep.",-,21393,0,1237,0,0,0,0,,0
1999,Liberia,-,294685,0,104265,90584,47361,0,0,,0
1999,Libya,-,563,0,0,0,0,0,0,,0
1999,"Saint Lucia",-,10,0,0,0,0,0,0,,0
1999,Lebanon,-,7677,0,0,0,0,0,13,,0
1999,"Sri Lanka",-,116698,0,95,612518,0,0,0,,0
1999,Lithuania,-,251,0,0,0,0,0,0,,0
1999,Latvia,-,903,0,0,0,0,0,0,,0
1999,Madagascar,-,53,0,0,0,0,0,0,,0
1999,Mauritania,-,29942,0,0,0,0,0,0,,0
1999,"North Macedonia",-,2091,0,0,0,0,0,0,,0
1999,"Rep. of Moldova",-,2405,0,0,8080,0,0,0,,0
1999,Mexico,-,1358,0,0,0,0,0,0,,0
1999,Mali,-,381,0,5046,0,0,0,3500,,0
1999,Malaysia,-,83,0,0,0,0,0,0,,0
1999,Malawi,-,34,0,0,0,0,0,0,,0
1999,Mongolia,-,25,0,0,0,0,0,0,,0
1999,Morocco,-,373,0,0,0,0,0,0,,0
1999,Mozambique,-,26,0,0,0,0,0,0,,0
1999,Malta,-,23,0,0,0,0,0,0,,0
1999,Mauritius,-,5,0,0,0,0,0,0,,0
1999,Myanmar,-,131661,0,1128,0,0,0,0,,0
1999,Namibia,-,702,0,1381,0,0,0,0,,0
1999,Nepal,-,178,0,0,0,0,0,0,,0
1999,"Netherlands (Kingdom of the)",-,29,0,0,0,0,0,0,,0
1999,Niger,-,508,0,14,0,0,0,0,,0
1999,Nicaragua,-,20572,0,61,0,0,0,0,,0
1999,Nigeria,-,4440,0,0,0,0,0,0,,0
1999,Nauru,-,5,0,0,0,0,0,0,,0
1999,Oman,-,8,0,0,0,0,0,0,,0
1999,Pakistan,-,8011,0,0,0,0,0,0,,0
1999,Panama,-,73,0,0,0,0,0,0,,0
1999,Paraguay,-,20,0,0,0,0,0,0,,0
1999,Peru,-,7205,0,25,0,0,0,0,,0
1999,Philippines,-,45516,0,0,0,0,0,0,,0
1999,"Papua New Guinea",-,6,0,0,0,0,0,0,,0
1999,Poland,-,1238,0,0,0,0,0,0,,0
1999,Portugal,-,16,0,0,0,0,0,0,,0
1999,Qatar,-,6,0,0,0,0,0,0,,0
1999,Romania,-,8560,0,0,0,0,0,0,,0
1999,"South Africa",-,190,0,0,0,0,0,0,,0
1999,"Russian Federation",-,28319,0,19,498354,29503,0,724162,,0
1999,Rwanda,-,88934,0,38421,0,625000,0,2994,,0
1999,"El Salvador",-,12408,0,31,0,0,0,0,,0
1999,"Saudi Arabia",-,233,0,0,0,0,0,0,,0
1999,"Serbia and Kosovo: S/RES/1244 (1999)",-,172506,0,807139,234900,58936,0,0,,0
1999,Senegal,-,11598,0,425,0,0,0,0,,0
1999,Seychelles,-,30,0,0,0,0,0,0,,0
1999,Singapore,-,24,0,0,0,0,0,0,,0
1999,"Sierra Leone",-,490047,0,3500,500000,0,0,0,,0
1999,"San Marino",-,5,0,0,0,0,0,0,,0
1999,"Solomon Islands",-,34,0,0,0,0,0,0,,0
1999,Somalia,-,524604,0,25953,0,0,0,2000,,0
1999,Spain,-,49,0,0,0,0,0,0,,0
1999,"Viet Nam",-,405378,0,85,0,0,0,38,,0
1999,"Sao Tome and Principe",-,29,0,0,0,0,0,0,,0
1999,Sudan,-,485449,0,170,0,0,0,3500,,0
1999,Suriname,-,413,0,0,0,0,0,0,,0
1999,Slovakia,-,178,0,0,0,0,0,0,,0
1999,Slovenia,-,3293,0,0,0,0,0,0,,0
1999,Eswatini,-,27,0,0,0,0,0,0,,0
1999,Sweden,-,30,0,0,0,0,0,0,,0
1999,Switzerland,-,90,0,0,0,0,0,0,,0
1999,"Syrian Arab Rep.",-,6693,0,0,0,0,0,0,,0
1999,"United Rep. of Tanzania",-,117,0,5,0,0,0,7320,,0
1999,Thailand,-,315,0,0,0,0,0,0,,0
1999,Tajikistan,-,45166,0,4693,0,0,0,0,,0
1999,Turkmenistan,-,1051,0,0,0,0,0,0,,0
1999,Timor-Leste,-,162472,0,127528,0,0,0,0,,0
1999,Togo,-,3695,0,0,0,0,0,0,,0
1999,"Trinidad and Tobago",-,24,0,0,0,0,0,0,,0
1999,Tunisia,-,1236,0,0,0,0,0,0,,0
1999,Türkiye,-,44012,0,108,0,0,0,0,,0
1999,Tuvalu,-,5,0,0,0,0,0,0,,0
1999,"United Arab Emirates",-,5,0,0,0,0,0,0,,0
1999,Uganda,-,13929,0,236,0,0,0,0,,0
1999,Ukraine,-,12235,0,0,0,0,0,0,,0
1999,Uruguay,-,36,0,0,0,0,0,0,,0
1999,"United States of America",-,38,0,0,0,0,0,0,,0
1999,Uzbekistan,-,45527,0,0,0,0,0,0,,0
1999,"Saint Vincent and the Grenadines",-,36,0,0,0,0,0,0,,0
1999,"Venezuela (Bolivarian Republic of)",-,554,0,0,0,0,0,0,,0
1999,"Western Sahara",-,165868,0,0,0,0,0,26416,,0
1999,Yemen,-,2021,0,0,0,0,0,0,,0
1999,Zambia,-,86,0,5,0,0,0,0,,0
1999,Zimbabwe,-,40,0,0,0,0,0,0,,0
1999,Stateless,-,11807,0,0,0,0,0,412057,,0
1999,Tibetan,-,21041,0,0,0,0,0,0,,0
1999,"Unknown ",-,1236832,1027400,207,0,0,0,181035,,0
2000,Afghanistan,-,3587327,40290,292484,758625,0,0,100046,,0
2000,Albania,-,6801,2817,0,0,0,0,0,,0
2000,Algeria,-,8015,2320,0,0,0,0,0,,0
2000,Angola,-,433756,5489,8536,257508,0,0,165,,0
2000,"Antigua and Barbuda",-,0,6,0,0,0,0,0,,0
2000,Egypt,-,3954,1151,5,0,0,0,0,,0
2000,Argentina,-,608,1559,0,0,0,0,0,,0
2000,Armenia,-,5787,5228,0,0,0,0,0,,0
2000,Australia,-,0,5,0,0,0,0,0,,0
2000,Austria,-,33,0,0,0,0,0,0,,0
2000,Azerbaijan,-,284278,5282,27,572451,0,0,0,,0
2000,Bahrain,-,92,51,0,0,0,0,0,,0
2000,Barbados,-,5,8,0,0,0,0,0,,0
2000,Burundi,-,568070,3626,6839,56000,0,0,10,,0
2000,Belgium,-,20,20,0,0,0,0,0,,0
2000,Benin,-,47,148,10,0,0,0,0,,0
2000,Bangladesh,-,5404,3322,0,0,0,0,0,,0
2000,Bahamas,-,0,7,0,0,0,0,0,,0
2000,Bhutan,-,108943,46,0,0,0,0,0,,0
2000,"Burkina Faso",-,124,242,0,0,0,0,0,,0
2000,Belarus,-,2515,766,0,0,0,0,0,,0
2000,"Bolivia (Plurinational State of)",-,177,121,0,0,0,0,0,,0
2000,Botswana,-,5,0,0,0,0,0,0,,0
2000,Brazil,-,220,649,0,0,0,0,0,,0
2000,"Bosnia and Herzegovina",-,504980,4305,18710,518252,59347,0,0,,0
2000,Bulgaria,-,2404,1303,0,0,0,0,0,,0
2000,Belize,-,12,14,0,0,0,0,0,,0
2000,Cambodia,-,36851,301,0,0,0,0,0,,0
2000,Canada,-,25,7,0,0,0,0,0,,0
2000,"Central African Rep.",-,135,54,59,0,0,0,0,,0
2000,Chad,-,54955,2422,2617,0,0,0,0,,0
2000,China,-,110967,17178,0,0,0,0,0,,0
2000,Chile,-,858,159,11,0,0,0,0,,0
2000,Cameroon,-,2067,1494,5,0,0,0,0,,0
2000,Congo,-,27570,4142,5682,0,0,0,54,,0
2000,"Dem. Rep. of the Congo",-,371705,19844,14001,3000,0,0,47,,0
2000,Comoros,-,25,96,0,0,0,0,0,,0
2000,Colombia,-,9278,5003,303,525000,0,0,0,,0
2000,"Costa Rica",-,55,226,0,0,0,0,0,,0
2000,Cuba,-,20077,3464,0,0,0,0,0,,0
2000,"Cabo Verde",-,0,13,0,0,0,0,0,,0
2000,Cyprus,-,12,10,0,0,0,0,0,,0
2000,Czechia,-,809,176,0,0,0,0,0,,0
2000,Denmark,-,26,5,0,0,0,0,0,,0
2000,Djibouti,-,1911,142,0,0,0,0,0,,0
2000,Dominica,-,0,16,0,0,0,0,0,,0
2000,"Dominican Rep.",-,48,50,0,0,0,0,0,,0
2000,Ecuador,-,669,270,0,0,0,0,0,,0
2000,"Equatorial Guinea",-,504,41,0,0,0,0,0,,0
2000,Eritrea,-,376847,2559,51005,1100000,0,0,0,,0
2000,Estonia,-,460,74,0,0,0,0,0,,0
2000,Ethiopia,-,66396,14551,2933,0,0,0,244,,0
2000,Fiji,-,401,1661,0,0,0,0,0,,0
2000,Finland,-,5,5,0,0,0,0,0,,0
2000,France,-,74,45,0,0,0,0,0,,0
2000,Gabon,-,27,13,6,0,0,0,0,,0
2000,Gambia,-,751,280,0,0,0,0,0,,0
2000,Palestinian,-,110641,538,0,0,0,0,6000,,0
2000,"United Kingdom of Great Britain and Northern Ireland",-,109,69,0,0,0,0,0,,0
2000,Georgia,-,21818,1469,81,272101,284,0,2202,,0
2000,Germany,-,1182,57,0,0,0,0,0,,0
2000,Ghana,-,14760,989,0,0,0,0,0,,0
2000,Guinea-Bissau,-,880,689,890,0,0,0,0,,0
2000,Greece,-,124,25,0,0,0,0,0,,0
2000,Grenada,-,23,89,0,0,0,0,0,,0
2000,Guatemala,-,20709,101803,80,0,0,0,3341,,0
2000,Guinea,-,1489,2523,0,0,0,0,0,,0
2000,Guyana,-,35,201,0,0,0,0,0,,0
2000,Haiti,-,7564,19735,5,0,0,0,0,,0
2000,"China, Hong Kong SAR",-,10,8,0,0,0,0,0,,0
2000,Honduras,-,904,1187,0,0,0,0,4138,,0
2000,Croatia,-,335200,368,19014,34134,15494,0,0,,0
2000,Hungary,-,512,1959,0,0,0,0,0,,0
2000,Iceland,-,5,0,0,0,0,0,0,,0
2000,"Cote Ivoire",-,771,678,0,0,0,0,0,,0
2000,India,-,11397,9786,19,0,0,0,0,,0
2000,Indonesia,-,9152,3618,802,0,0,0,0,,0
2000,Ireland,-,5,0,0,0,0,0,0,,0
2000,"Iran (Islamic Rep. of)",-,88266,20622,57,0,0,0,0,,0
2000,Iraq,-,526165,40630,3713,0,0,0,13000,,0
2000,Israel,-,414,362,0,0,0,0,0,,0
2000,Italy,-,46,33,0,0,0,0,0,,0
2000,Jamaica,-,37,173,0,0,0,0,0,,0
2000,Jordan,-,915,551,34,0,0,0,0,,0
2000,Japan,-,5,11,0,0,0,0,0,,0
2000,Kazakhstan,-,2537,739,0,0,0,0,0,,0
2000,Kenya,-,2367,861,4871,0,0,0,0,,0
2000,Kyrgyzstan,-,747,322,0,0,5569,0,0,,0
2000,"Rep. of Korea",-,69,359,0,0,0,0,0,,0
2000,"Dem. People's Rep. of Korea",-,15,50,0,0,0,0,0,,0
2000,Kuwait,-,688,98,0,0,0,0,0,,0
2000,"Lao People's Dem. Rep.",-,16090,201,8,0,0,0,5,,0
2000,Liberia,-,266926,4196,42359,110686,13361,0,5,,0
2000,Libya,-,603,531,0,0,0,0,0,,0
2000,"Saint Lucia",-,12,28,0,0,0,0,0,,0
2000,Lebanon,-,10208,1538,1573,0,0,0,0,,0
2000,"Sri Lanka",-,124156,6499,15,706514,0,0,0,,0
2000,Lithuania,-,155,138,0,0,0,0,0,,0
2000,Latvia,-,484,107,0,0,0,0,0,,0
2000,"China, Macao SAR",-,5,0,0,0,0,0,0,,0
2000,Madagascar,-,51,15,0,0,0,0,0,,0
2000,Mauritania,-,29742,1782,0,0,0,0,0,,0
2000,"North Macedonia",-,2175,505,0,0,0,0,0,,0
2000,"Rep. of Moldova",-,2650,866,0,8080,0,0,0,,0
2000,Mexico,-,1288,13058,5,0,0,0,0,,0
2000,Mali,-,364,185,5,0,0,0,3500,,0
2000,Malaysia,-,79,240,0,0,0,0,0,,0
2000,Malawi,-,34,5,0,0,0,0,0,,0
2000,Mongolia,-,25,597,0,0,0,0,0,,0
2000,Morocco,-,394,183,0,0,0,0,0,,0
2000,Mozambique,-,24,0,0,0,0,0,0,,0
2000,Malta,-,17,5,0,0,0,0,0,,0
2000,Mauritius,-,29,15,0,0,0,0,0,,0
2000,Myanmar,-,137121,1013,1323,0,0,0,0,,0
2000,Namibia,-,2307,10,5,0,0,0,0,,0
2000,Nepal,-,227,444,0,0,0,0,0,,0
2000,"Netherlands (Kingdom of the)",-,14,132,0,0,0,0,0,,0
2000,Niger,-,483,250,0,0,0,0,0,,0
2000,Nicaragua,-,5070,13136,24,0,0,0,128,,0
2000,Nigeria,-,5735,3457,0,0,0,0,0,,0
2000,Nauru,-,5,0,0,0,0,0,0,,0
2000,Oman,-,5,6,0,0,0,0,0,,0
2000,Pakistan,-,10134,7201,0,0,0,0,0,,0
2000,Panama,-,70,50,258,0,0,0,0,,0
2000,Paraguay,-,20,16,0,0,0,0,0,,0
2000,Peru,-,6948,2435,0,0,0,0,0,,0
2000,Philippines,-,45481,1848,5,0,0,0,0,,0
2000,"Papua New Guinea",-,6,0,0,0,0,0,0,,0
2000,Poland,-,859,549,0,0,0,0,0,,0
2000,Portugal,-,24,73,0,0,0,0,0,,0
2000,Qatar,-,0,31,0,0,0,0,0,,0
2000,Romania,-,7348,2466,0,0,0,0,0,,0
2000,"South Africa",-,168,98,0,0,0,0,0,,0
2000,"Russian Federation",-,40309,10597,124,490650,70000,0,641701,,0
2000,Rwanda,-,119051,24806,26258,0,0,0,0,,0
2000,"El Salvador",-,7753,176478,5,0,0,0,919,,0
2000,"Saudi Arabia",-,77,41,0,0,0,0,0,,0
2000,"Serbia and Kosovo: S/RES/1244 (1999)",-,146749,49001,124734,267500,0,0,85000,,0
2000,Senegal,-,11077,914,22,0,0,0,0,,0
2000,Seychelles,-,25,12,0,0,0,0,0,,0
2000,Singapore,-,21,17,0,0,0,0,0,,0
2000,"Sierra Leone",-,402798,6862,40900,300000,200000,0,23,,0
2000,"San Marino",-,5,0,0,0,0,0,0,,0
2000,"Solomon Islands",-,34,23,0,0,0,0,0,,0
2000,Somalia,-,475644,11971,45867,18000,0,0,2077,,0
2000,Spain,-,75,21,0,0,0,0,0,,0
2000,"Viet Nam",-,370753,1525,26,0,0,0,37,,0
2000,"Saint Kitts and Nevis",-,0,5,0,0,0,0,0,,0
2000,"Sao Tome and Principe",-,23,6,0,0,0,0,0,,0
2000,Sudan,-,494351,19094,261,0,0,0,0,,0
2000,Suriname,-,334,48,0,0,0,0,0,,0
2000,Slovakia,-,216,796,0,0,0,0,0,,0
2000,Slovenia,-,3278,19,0,0,0,0,0,,0
2000,Eswatini,-,16,0,0,0,0,0,0,,0
2000,Sweden,-,17,5,0,0,0,0,0,,0
2000,Switzerland,-,69,0,0,0,0,0,0,,0
2000,"Syrian Arab Rep.",-,5868,3730,0,0,0,0,0,,0
2000,"United Rep. of Tanzania",-,310,801,7,0,0,0,742,,0
2000,Thailand,-,213,139,0,0,0,0,0,,0
2000,Tajikistan,-,59937,635,1498,0,0,0,0,,0
2000,Turkmenistan,-,299,15,27,0,0,0,0,,0
2000,Timor-Leste,-,122202,19,48540,0,5000,0,0,,0
2000,Togo,-,4022,1277,0,0,0,0,0,,0
2000,Tonga,-,5,22,0,0,0,0,0,,0
2000,"Trinidad and Tobago",-,24,117,0,0,0,0,0,,0
2000,Tunisia,-,1205,366,0,0,0,0,0,,0
2000,Türkiye,-,47154,10231,270,0,0,0,0,,0
2000,Tuvalu,-,5,0,0,0,0,0,0,,0
2000,"United Arab Emirates",-,17,8,0,0,0,0,0,,0
2000,Uganda,-,32405,1050,435,0,0,0,0,,0
2000,Ukraine,-,19310,3038,5,0,0,0,96,,0
2000,Uruguay,-,48,162,5,0,0,0,0,,0
2000,"United States of America",-,173,86,0,0,0,0,0,,0
2000,Uzbekistan,-,3628,372,0,0,0,0,51649,,0
2000,"Saint Vincent and the Grenadines",-,48,78,0,0,0,0,0,,0
2000,"Venezuela (Bolivarian Republic of)",-,469,172,5,0,0,0,0,,0
2000,"Western Sahara",-,165808,0,0,0,0,0,26000,,0
2000,Yemen,-,2104,848,10,0,0,0,0,,0
2000,Zambia,-,91,117,0,0,0,0,0,,0
2000,Zimbabwe,-,109,204,0,0,0,0,0,,0
2000,Stateless,-,6431,2029,0,0,0,0,550639,,0
2000,Tibetan,-,20969,0,0,0,0,0,0,,0
2000,"Unknown ",-,1119368,191978,5,0,0,0,162073,,0
2001,Afghanistan,-,3809763,30782,26092,1200000,0,0,100000,,0
2001,Albania,-,7627,3974,0,0,0,0,0,,0
2001,Algeria,-,8399,2746,0,0,0,0,0,,0
2001,Andorra,-,0,7,0,0,0,0,0,,0
2001,Angola,-,470616,9848,13129,202000,0,0,0,,0
2001,"Antigua and Barbuda",-,5,6,0,0,0,0,0,,0
2001,Egypt,-,4677,1442,0,0,0,0,0,,0
2001,Argentina,-,660,1450,0,0,0,0,0,,0
2001,Armenia,-,7206,6087,0,0,0,0,0,,0
2001,Australia,-,0,10,0,0,0,0,0,,0
2001,Austria,-,27,5,0,0,0,0,0,,0
2001,Azerbaijan,-,268755,5740,17,572955,0,0,0,,0
2001,Bahrain,-,46,5,20,0,0,0,0,,0
2001,Barbados,-,6,24,0,0,0,0,0,,0
